flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init win bytes forward,init win bytes backward,act data pkt fwd,min seg size forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min,label
114.0,2.0,2.0,414.0,326.0,207.0,207.0,207.0,0.0,163.0,163.0,163.0,0.0,6491228.07,35087.7193,38.0,59.75784467,107.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,17543.85965,17543.85965,163.0,207.0,189.4,24.09979253,580.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.75,207.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,414.0,2.0,326.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
301.0,2.0,2.0,102.0,224.0,51.0,51.0,51.0,0.0,112.0,112.0,112.0,0.0,1083056.478,13289.03654,100.3333333,91.27065976,184.0,3.0,3.0,3.0,0.0,3.0,3.0,184.0,184.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,64.0,64.0,6644.518272,6644.518272,51.0,112.0,75.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.25,51.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,2.0,224.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22887.0,22.0,21.0,5812.0,7104.0,1708.0,0.0,264.1818182,478.9517956,2634.0,0.0,338.2857143,647.3378672,564337.8337,1878.795823,544.9285714,2666.753424,17298.0,2.0,22835.0,1087.380952,3786.227429,17456.0,3.0,22832.0,1141.6,3855.118954,17395.0,2.0,0.0,0.0,0.0,0.0,464.0,444.0,961.2443745,917.5514484,0.0,2634.0,293.5454545,557.0977725,310357.9281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,300.372093,264.1818182,338.2857143,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5812.0,21.0,7104.0,8192.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
61.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,491803.2787,81967.21311,15.25,21.79258284,47.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,16.33333333,26.55811238,47.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,16393.44262,65573.77049,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,255.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
501.0,7.0,4.0,2828.0,2868.0,1405.0,0.0,404.0,683.8184457,1434.0,0.0,717.0,827.920286,11400000.0,21956.08782,50.1,88.35842411,296.0,1.0,501.0,83.5,134.0772166,353.0,1.0,456.0,152.0,179.2679559,359.0,48.0,0.0,0.0,0.0,0.0,164.0,104.0,13972.05589,7984.031936,0.0,1434.0,474.6666667,697.8648389,487015.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,517.8181818,404.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2828.0,4.0,2868.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
586.0,7.0,4.0,484.0,414.0,233.0,0.0,69.14285714,111.9678951,207.0,0.0,103.5,119.5115057,1532423.208,18771.33106,58.6,109.3802745,362.0,1.0,586.0,97.66666667,167.8376199,437.0,1.0,441.0,147.0,249.4153163,435.0,3.0,0.0,0.0,0.0,0.0,164.0,104.0,11945.39249,6825.938567,0.0,233.0,74.83333333,107.5274454,11562.15152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.63636364,69.14285714,103.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,484.0,4.0,414.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1016.0,9.0,6.0,3158.0,3058.0,1564.0,0.0,350.8888889,687.7740262,1523.0,0.0,509.6666667,784.9292112,6118110.236,14763.77953,72.57142857,189.0009012,724.0,1.0,1016.0,127.0,285.5135724,827.0,1.0,920.0,184.0,306.8599029,724.0,3.0,0.0,0.0,0.0,0.0,204.0,144.0,8858.267717,5905.511811,0.0,1564.0,388.5,688.7953736,474439.0667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,414.4,350.8888889,509.6666667,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3158.0,6.0,3058.0,8192.0,2053.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
520.0,7.0,4.0,2780.0,2820.0,1381.0,0.0,397.1428571,672.1077365,1410.0,0.0,705.0,814.0638796,10800000.0,21153.84615,52.0,91.67454512,307.0,2.0,520.0,86.66666667,129.1613977,344.0,2.0,444.0,148.0,250.2818411,437.0,3.0,0.0,0.0,0.0,0.0,164.0,104.0,13461.53846,7692.307692,0.0,1410.0,466.6666667,686.049075,470663.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,509.0909091,397.1428571,705.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2780.0,4.0,2820.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
93486453.0,22.0,22.0,1280.0,1292.0,68.0,50.0,58.18181818,9.173649446,62.0,56.0,58.72727273,3.057883149,27.51200754,0.470656428,2174103.558,8550607.78,49000000.0,3.0,93500000.0,4451728.333,12000000.0,49000000.0,3.0,93500000.0,4451728.286,12000000.0,49000000.0,3.0,0.0,0.0,0.0,0.0,464.0,464.0,0.235328214,0.235328214,50.0,68.0,58.66666667,6.835734981,46.72727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,58.18181818,58.72727273,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1280.0,22.0,1292.0,-1.0,-1.0,21.0,20.0,7779013.0,8870039.387,14100000.0,1506948.0,39000000.0,14200000.0,49000000.0,28900000.0,BENIGN
3854464.0,6.0,6.0,204.0,570.0,34.0,34.0,34.0,0.0,95.0,95.0,95.0,0.0,200.8061302,3.113273337,350405.8182,479686.984,1006035.0,1.0,2006458.0,401291.6,549492.0049,1006035.0,1.0,1809529.0,361905.8,495560.9254,907129.0,1.0,0.0,0.0,0.0,0.0,120.0,120.0,1.556636669,1.556636669,34.0,95.0,62.15384615,31.65134582,1001.807692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.33333333,34.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,204.0,6.0,570.0,-1.0,-1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
178.0,2.0,2.0,92.0,348.0,46.0,46.0,46.0,0.0,174.0,174.0,174.0,0.0,2471910.112,22471.91011,59.33333333,96.70746266,171.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,11235.95506,11235.95506,46.0,174.0,97.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.5,46.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,2.0,348.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
163049.0,2.0,2.0,76.0,228.0,38.0,38.0,38.0,0.0,114.0,114.0,114.0,0.0,1864.47019,24.5325025,54349.66667,94130.32186,163042.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,12.26625125,12.26625125,38.0,114.0,68.4,41.62691437,1732.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.5,38.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,2.0,228.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21.0,1.0,2.0,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,857142.8571,142857.1429,10.5,13.43502884,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,40.0,47619.04762,95238.09524,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,2047.0,251.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
60684367.0,14.0,12.0,980.0,3434.0,590.0,0.0,70.0,161.0905145,1615.0,2.0,286.1666667,589.1466608,72.73701973,0.428446423,2427374.68,4335134.905,10000000.0,85.0,60700000.0,4668028.231,5191187.911,10100000.0,181.0,60600000.0,5509170.273,5231475.662,10100000.0,223.0,0.0,0.0,0.0,0.0,292.0,244.0,0.23070192,0.197744503,0.0,1615.0,163.4814815,415.3345612,172502.7977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.7692308,70.0,286.1666667,0.0,0.0,0.0,0.0,0.0,0.0,14.0,980.0,12.0,3434.0,8192.0,31270.0,13.0,20.0,128372.5,110833.81,354611.0,83049.0,9985664.333,39205.1325,10000000.0,9918646.0,BENIGN
185.0,2.0,2.0,80.0,272.0,40.0,40.0,40.0,0.0,136.0,136.0,136.0,0.0,1902702.703,21621.62162,61.66666667,101.6136474,179.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,10810.81081,10810.81081,40.0,136.0,78.4,52.58136552,2764.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,40.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,2.0,272.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69.0,1.0,2.0,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,260869.5652,43478.26087,34.5,19.09188309,48.0,21.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,20.0,40.0,14492.75362,28985.50725,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,2051.0,253.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
56.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,535714.2857,89285.71429,14.0,22.78888618,48.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,16.66666667,27.13546265,48.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,17857.14286,71428.57143,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,255.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
223.0,2.0,2.0,102.0,224.0,51.0,51.0,51.0,0.0,112.0,112.0,112.0,0.0,1461883.408,17937.21973,74.33333333,45.61067127,127.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,8968.609865,8968.609865,51.0,112.0,75.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.25,51.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,2.0,224.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
214.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,747663.5514,18691.58879,71.33333333,40.41451884,118.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,9345.794393,9345.794393,32.0,48.0,38.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
200.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,800000.0,20000.0,66.66666667,74.09678356,148.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,10000.0,10000.0,32.0,48.0,38.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
23724.0,1.0,1.0,50.0,178.0,50.0,50.0,50.0,0.0,178.0,178.0,178.0,0.0,9610.520991,84.30281571,23724.0,0.0,23724.0,23724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,42.15140786,42.15140786,50.0,178.0,92.66666667,73.90083446,5461.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0,50.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,178.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
939.0,2.0,2.0,2944.0,630.0,1472.0,1472.0,1472.0,0.0,315.0,315.0,315.0,0.0,3806176.784,4259.850905,313.0,497.6303849,887.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,2129.925453,2129.925453,315.0,1472.0,1009.2,633.714999,401594.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1261.5,1472.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2944.0,2.0,630.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
181.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1226519.337,22099.44751,60.33333333,102.7683479,179.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,11049.72376,11049.72376,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
171.0,2.0,2.0,76.0,176.0,38.0,38.0,38.0,0.0,88.0,88.0,88.0,0.0,1473684.211,23391.81287,57.0,58.41232747,119.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,11695.90643,11695.90643,38.0,88.0,58.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.5,38.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,2.0,176.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
161.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1378881.988,24844.7205,53.66666667,91.22134253,159.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,12422.36025,12422.36025,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
665.0,2.0,2.0,508.0,2796.0,254.0,254.0,254.0,0.0,1398.0,1398.0,1398.0,0.0,4968421.053,6015.037594,221.6666667,379.6081313,660.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,3007.518797,3007.518797,254.0,1398.0,711.6,626.5946058,392620.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,889.5,254.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,508.0,2.0,2796.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
226.0,2.0,2.0,84.0,310.0,42.0,42.0,42.0,0.0,155.0,155.0,155.0,0.0,1743362.832,17699.11504,75.33333333,124.4199877,219.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,8849.557522,8849.557522,42.0,155.0,87.2,61.892649,3830.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,42.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,310.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4700563.0,2.0,2.0,109.0,223.0,59.0,50.0,54.5,6.363961031,148.0,75.0,111.5,51.61879503,70.62983732,0.850961895,1566854.333,2613350.161,4584228.0,23654.0,4676909.0,4676909.0,0.0,4676909.0,4676909.0,4607882.0,4607882.0,0.0,4607882.0,4607882.0,0.0,0.0,0.0,0.0,40.0,40.0,0.425480948,0.425480948,50.0,148.0,78.2,40.04622329,1603.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.75,54.5,111.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109.0,2.0,223.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
